Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2018,November,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Threshold exceedance,25-Nov-18,3,3.05,0.02,2.60,1.92,Bi-weekly counts,1
2018,November,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,7-Nov-18,3,0.37,0.22,6.40,0.08,,2
2018,November,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,14-Nov-18,3,0.20,0.18,8.23,0.00,,2
2018,November,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,22-Nov-18,3,0.17,0.13,5.17,0.00,,2
2018,November,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,28-Nov-18,3,0.27,0.17,1.03,0.00,,2
2018,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,1-Nov-18,3,1.30,0.30,1.80,1.55,,2
2018,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,7-Nov-18,3,1.37,0.50,1.72,1.92,,2
2018,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,14-Nov-18,3,1.32,0.50,2.12,1.50,,2
2018,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,21-Nov-18,3,1.63,0.65,0.53,0.37,,2
2018,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,28-Nov-18,3,1.05,0.27,0.52,1.08,,2
2018,November,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Routine monitoring,4-Nov-18,3,1.67,1.20,0.08,0.00,,2
2018,November,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Post in-feed treatment,3-Nov-18,3,2.02,1.49,0.31,0.21,,2
2018,November,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,27-Nov-18,3,0.00,0.00,0.00,0.00,,1
2018,November,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,2-Nov-18,3,0.00,0.00,0.00,0.04,,1
2018,November,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,Post in-feed treatment,2-Nov-18,3,2.93,1.91,0.00,0.00,,1
2018,November,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,Routine monitoring,16-Nov-18,3,2.63,1.99,0.00,0.00,,1
2018,November,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,November,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Follow-up,10-Nov-18,3,0.80,0.53,0.03,0.15,,2
2018,November,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Post in-feed treatment,27-Nov-18,3,0.22,0.07,0.02,0.00,,2
2018,November,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,2-Nov-18,3,0.26,0.16,0.00,0.20,,2
2018,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,6-Nov-18,2,1.40,0.50,0.90,0.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Threshold exceedance,10-Nov-18,6,3.20,0.94,2.18,0.23,Management action planned (In-feed treatment),2
2018,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Follow-up,20-Nov-18,2,3.05,1.88,1.00,0.00,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Follow-up,25-Nov-18,3,5.22,2.40,1.17,0.62,Management action planned (In-feed treatment),2
2018,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Follow-up,27-Nov-18,2,7.50,3.85,1.48,0.08,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Post mechanical removal or bath treatment,26-Nov-18,3,0.25,0.03,1.00,0.02,Medicinal bath treatment,1
2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,2-Nov-18,3,1.12,0.13,1.50,1.60,,2
2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,9-Nov-18,2,2.85,0.83,1.28,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,16-Nov-18,3,2.98,0.43,2.27,0.95,,2
2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,22-Nov-18,2,2.08,0.60,0.63,1.53,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Threshold exceedance,29-Nov-18,3,6.08,1.12,2.32,1.48,,2
2018,November,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,4-Nov-18,2,0.13,0.10,0.03,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,16-Nov-18,3,0.03,0.03,0.07,0.05,,2
2018,November,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,20-Nov-18,2,0.10,0.08,0.08,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,25-Nov-18,3,0.13,0.05,0.03,0.00,,2
2018,November,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,7-Nov-18,3,1.28,0.45,0.30,0.37,,2
2018,November,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,13-Nov-18,2,0.98,0.48,0.95,0.43,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,26-Nov-18,3,0.65,0.45,0.52,0.07,,2
2018,November,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,17-Nov-18,3,0.52,0.36,0.18,0.08,,2
2018,November,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Post in-feed treatment,22-Nov-18,3,1.07,0.55,0.17,0.03,,Brood
2018,November,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,7-Nov-18,2,4.13,1.35,1.95,1.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,10-Nov-18,3,2.12,0.70,0.68,0.40,,2
2018,November,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,20-Nov-18,2,2.53,1.45,0.48,1.28,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,27-Nov-18,2,3.95,1.88,0.18,0.70,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,November,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Post mechanical removal or bath treatment,3-Nov-18,5,0.45,0.44,0.00,0.00,Mechanical removal treatment,2
2018,November,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,6-Nov-18,8,0.93,0.91,0.00,0.00,,2
2018,November,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Routine monitoring,14-Nov-18,3,2.80,2.53,0.00,0.00,,2
2018,November,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Pre-treatment,6-Nov-18,3,4.32,2.43,0.45,0.30,Medicinal bath treatment,2
2018,November,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Post mechanical removal or bath treatment,18-Nov-18,4,0.40,0.34,0.00,0.00,Medicinal bath treatment,2
2018,November,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,23-Nov-18,4,0.39,0.34,0.00,0.00,,2
2018,November,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,November,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,13-Nov-18,3,0.02,0.02,0.00,0.00,,1
2018,November,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,24-Nov-18,3,0.00,0.00,0.00,0.00,,1
2018,November,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Pre-treatment; Follow-up,4-Nov-18,3,4.22,2.58,0.18,0.42,Medicinal bath treatment,1
2018,November,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Post mechanical removal or bath treatment,8-Nov-18,4,1.43,0.73,1.18,0.76,,1
2018,November,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,23-Nov-18,2,0.18,0.18,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,November,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,28-Nov-18,3,1.18,0.65,1.68,0.15,,1
2018,November,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,4-Nov-18,4,0.13,0.04,0.50,0.00,,1
2018,November,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,14-Nov-18,3,0.22,0.05,0.35,0.20,,1
2018,November,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,21-Nov-18,2,0.05,0.00,0.93,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,November,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,27-Nov-18,4,0.83,0.08,0.89,0.43,,1
2018,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Follow-up,3-Nov-18,2,0.20,0.18,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,8-Nov-18,3,0.27,0.08,0.02,0.00,,2
2018,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,17-Nov-18,2,0.40,0.25,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,24-Nov-18,3,0.43,0.15,0.00,0.00,,2
2018,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,28-Nov-18,3,0.08,0.07,0.05,0.00,,2
2018,November,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Threshold exceedance,1-Nov-18,3,3.17,1.18,3.37,2.95,,2
2018,November,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,9-Nov-18,3,3.55,1.75,7.72,1.55,,2
2018,November,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,14-Nov-18,3,3.28,1.32,4.75,3.47,,2
2018,November,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,24-Nov-18,2,3.33,1.75,7.33,2.90,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,27-Nov-18,3,4.38,2.28,2.77,1.17,,2
2018,November,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,8-Nov-18,3,0.12,0.03,0.00,0.00,,2
2018,November,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,15-Nov-18,2,0.05,0.00,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,21-Nov-18,3,0.02,0.02,0.00,0.00,,2
2018,November,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,28-Nov-18,2,0.05,0.03,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,November,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,3-Nov-18,3,0.32,0.18,0.03,0.12,,1
2018,November,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,8-Nov-18,3,0.38,0.17,0.00,0.00,,1
2018,November,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,15-Nov-18,3,0.18,0.05,0.00,0.03,,1
2018,November,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Follow-up,19-Nov-18,3,0.15,0.12,0.00,0.00,,1
2018,November,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,14-Nov-18,3,0.00,0.00,0.18,0.05,,1
2018,November,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,29-Nov-18,3,0.00,0.00,0.25,0.07,,1
2018,November,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,November,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,21-Nov-18,3,0.00,0.00,0.00,0.00,,1
2018,November,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,30-Nov-18,3,0.00,0.00,0.15,0.07,,1
2018,November,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,November,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2018,November,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2018,November,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,11-Nov-18,3,0.08,0.05,0.00,0.00,,2
2018,November,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,November,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,December,1144,Cermaq Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Routine monitoring,18-Dec-18,3,0.75,0.44,0.22,0.34,,1
2018,December,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,20-Dec-18,3,0.26,0.10,0.00,0.02,,Brood
2018,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,3-Dec-18,2,0.20,0.03,3.00,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,10-Dec-18,3,0.58,0.10,3.12,0.97,,1
2018,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,16-Dec-18,3,0.47,0.15,3.63,0.55,,1
2018,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,24-Dec-18,3,0.62,0.17,7.25,1.52,,1
2018,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,31-Dec-18,2,0.25,0.13,7.45,0.73,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,10-Dec-18,1,0.30,0.15,0.10,0.00,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2018,December,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,17-Dec-18,3,0.26,0.03,0.17,0.72,,1
2018,December,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,21-Dec-18,3,0.18,0.03,0.47,0.73,,1
2018,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2-Dec-18,2,0.50,0.20,1.85,0.23,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,9-Dec-18,2,0.68,0.25,1.00,0.58,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,18-Dec-18,3,0.97,0.42,2.80,0.38,,2
2018,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,24-Dec-18,2,0.25,0.03,0.78,0.83,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,28-Dec-18,3,0.37,0.20,1.60,0.88,,2
2018,December,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,17-Dec-18,3,0.19,0.14,0.00,0.01,,2
2018,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,3-Dec-18,4,0.55,0.20,1.14,0.55,,1
2018,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,8-Dec-18,4,0.44,0.14,0.98,0.31,,1
2018,December,7273,Grieg Seafood BC,Tsa-ya,50.61330,-126.33073,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,December,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Routine monitoring,21-Dec-18,3,0.68,0.28,2.55,2.25,,1
2018,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,2-Dec-18,2,2.10,1.40,0.58,0.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,9-Dec-18,3,1.68,0.88,0.88,0.32,,1
2018,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,16-Dec-18,3,2.12,0.98,1.00,0.45,,1
2018,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,23-Dec-18,3,2.08,1.20,0.72,0.45,,1
2018,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,30-Dec-18,2,2.85,1.58,1.83,1.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,3-Dec-18,3,0.27,0.07,3.48,2.93,,1
2018,December,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,8-Dec-18,3,0.38,0.17,2.33,2.47,,1
2018,December,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,15-Dec-18,3,0.32,0.07,2.67,4.23,,1
2018,December,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,13-Dec-18,3,0.20,0.18,1.38,0.00,,2
2018,December,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,19-Dec-18,3,0.57,0.42,0.93,0.15,,2
2018,December,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,28-Dec-18,3,0.43,0.10,4.82,0.15,,2
2018,December,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,5-Dec-18,3,1.32,0.68,0.73,0.77,,2
2018,December,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,10-Dec-18,3,1.17,0.70,0.73,0.60,,2
2018,December,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,19-Dec-18,3,1.43,0.87,0.25,0.07,,2
2018,December,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Pre-treatment,29-Dec-18,5,1.67,0.58,0.24,1.16,Medicinal bath treatment,2
2018,December,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Threshold exceedance,15-Dec-18,3,3.03,2.03,0.22,0.03,Management action planned (Medicinal bath treatment),2
2018,December,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,15-Dec-18,3,2.11,1.33,0.14,0.12,,2
2018,December,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,1-Dec-18,3,0.00,0.00,0.00,0.01,,1
2018,December,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,14-Dec-18,3,0.00,0.00,0.00,0.00,,1
2018,December,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,Routine monitoring,17-Dec-18,3,2.91,1.91,0.00,0.00,,2
2018,December,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,16-Dec-18,3,0.00,0.00,0.00,0.00,,1
2018,December,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,24-Dec-18,3,0.70,0.22,0.07,0.78,,1
2018,December,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,14-Dec-18,3,0.38,0.23,0.00,0.00,,2
2018,December,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,20-Dec-18,3,0.38,0.12,0.00,0.21,,2
2018,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Pre-treatment; Follow-up,12-Dec-18,3,5.37,2.22,2.55,1.15,In-feed treatment,2
2018,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Follow-up,28-Dec-18,3,4.58,2.72,0.07,0.05,,2
2018,December,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Follow-up,31-Dec-18,2,2.85,1.00,0.68,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,10-Dec-18,5,0.30,0.03,0.99,0.20,,1
2018,December,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,24-Dec-18,2,0.08,0.03,0.40,0.55,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,30-Dec-18,3,1.62,0.37,1.90,2.50,,1
2018,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Follow-up,7-Dec-18,2,4.58,0.68,2.20,1.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Pre-treatment; Follow-up,17-Dec-18,3,6.90,2.53,1.82,2.98,In-feed treatment,2
2018,December,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,December,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,6-Dec-18,3,1.72,0.83,0.47,0.05,,2
2018,December,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,11-Dec-18,2,1.45,0.85,0.38,0.23,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,18-Dec-18,3,1.70,1.05,0.02,0.28,,2
2018,December,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,24-Dec-18,2,1.40,0.88,0.33,0.98,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,28-Dec-18,3,2.50,1.17,0.25,0.13,,2
2018,December,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,16-Dec-18,3,0.86,0.69,0.18,0.01,,2
2018,December,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,4-Dec-18,3,0.18,0.08,0.00,0.00,,Brood
2018,December,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,17-Dec-18,3,0.37,0.22,0.27,0.15,,Brood
2018,December,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,22-Dec-18,2,0.38,0.08,0.13,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood
